date,market,qty_total_kg,method,qty_kg,variety,origin,unit_kg,high,mid,low
20250805,多摩NT,358,相対,358,デラウェア,山形,2,2160,1808,1080
20250805,多摩NT,358,相対,358,デラウェア,山梨,2,2376,2160,－
20250805,多摩NT,358,相対,358,ピオーネ,山梨,0.4,864,－,－
20250805,多摩NT,358,相対,358,ピオーネ,岡山,5,21600,－,－
20250805,多摩NT,358,相対,358,巨峰,各地,0.35,648,－,－
20250805,多摩NT,358,相対,358,巨峰,山梨,5,12960,－,－
20250805,多摩NT,358,相対,358,巨峰,長野,0.35,810,－,－
20250805,大田,69721,商物分離,60,シャインマスカ,各地,5,16200,－,－
20250805,大田,69721,相対,69300,シャインマスカ,各地,5,19440,14040,8640
20250805,大田,69721,相対,69300,シャインマスカ,山梨,5,17280,11880,9720
20250805,大田,69721,相対,69300,シャインマスカ,長野,5,19440,18360,14040
20250805,大田,69721,相対,69300,デラウェア,山形,2,2160,1728,1080
20250805,大田,69721,相対,69300,デラウェア,山梨,2,3780,2160,1512
20250805,大田,69721,相対,69300,ピオーネ,各地,5,18360,17280,16200
20250805,大田,69721,相対,69300,ピオーネ,山梨,0.4,680,－,594
20250805,大田,69721,相対,69300,ピオーネ,岡山,5,14040,8640,7560
20250805,大田,69721,せり・入札,361,巨峰,各地,0.35,432,356,－
20250805,大田,69721,相対,69300,巨峰,各地,0.35,648,594,540
20250805,大田,69721,相対,69300,巨峰,山梨,5,10800,8208,7560
20250805,大田,69721,相対,69300,巨峰,長野,0.35,864,756,648
20250805,板橋,600,相対,600,デラウェア,山形,2,－,1620,－
20250805,淀橋,10834,相対,10834,シャインマスカ,山梨,5,19440,－,－
20250805,淀橋,10834,相対,10834,シャインマスカ,長野,5,21600,－,17280
20250805,淀橋,10834,相対,10834,デラウェア,山形,2,2160,1944,1836
20250805,淀橋,10834,相対,10834,デラウェア,山梨,2,2160,－,－
20250805,淀橋,10834,相対,10834,ピオーネ,山梨,5,12960,－,－
20250805,淀橋,10834,相対,10834,巨峰,山梨,5,9720,－,－
20250805,淀橋,10834,相対,10834,巨峰,長野,0.35,972,－,－
20250805,葛西,3700,相対,3700,シャインマスカ,各地,5,－,16200,－
20250805,葛西,3700,相対,3700,デラウェア,各地,2,2484,2160,1944
20250805,葛西,3700,相対,3700,巨峰,各地,0.35,－,648,－
20250805,豊島,1000,相対,1000,シャインマスカ,各地,5,15120,－,14580
20250805,豊島,1000,相対,1000,シャインマスカ,山梨,5,17280,－,16200
20250805,豊島,1000,相対,1000,巨峰,山梨,5,11880,8640,8100
20250805,豊洲,17632,相対,11939,シャインマスカ,各地,5,17280,16200,14040
20250805,豊洲,17632,第三者販売,5693,シャインマスカ,各地,5,27000,17280,15120
20250805,豊洲,17632,相対,11939,シャインマスカ,山梨,5,17280,12960,9720
20250805,豊洲,17632,第三者販売,5693,シャインマスカ,山梨,5,17280,－,12960
20250805,豊洲,17632,相対,11939,シャインマスカ,長野,5,17280,16200,15660
20250805,豊洲,17632,第三者販売,5693,シャインマスカ,長野,5,－,16200,－
20250805,豊洲,17632,相対,11939,デラウェア,山形,2,1944,－,1080
20250805,豊洲,17632,第三者販売,5693,デラウェア,山形,2,2160,1404,1080
20250805,豊洲,17632,相対,11939,デラウェア,山梨,2,－,2592,－
20250805,豊洲,17632,第三者販売,5693,デラウェア,山梨,2,2592,－,2160
20250805,豊洲,17632,相対,11939,ピオーネ,各地,5,17280,－,11880
20250805,豊洲,17632,相対,11939,ピオーネ,山梨,0.4,702,－,648
20250805,豊洲,17632,第三者販売,5693,ピオーネ,山梨,0.4,972,－,648
20250805,豊洲,17632,相対,11939,ピオーネ,岡山,5,9720,－,7020
20250805,豊洲,17632,相対,11939,巨峰,山梨,5,8640,8100,7020
20250805,豊洲,17632,第三者販売,5693,巨峰,山梨,5,9720,8424,7560
20250805,豊洲,17632,相対,11939,巨峰,長野,0.35,－,756,－
20250807,世田谷,900,相対,900,シャインマスカ,山梨,5,10800,－,－
20250807,世田谷,900,相対,900,巨峰,山梨,5,6480,－,－
20250807,北足立,13000,相対,13000,シャインマスカ,山梨,5,－,17280,－
20250807,北足立,13000,相対,13000,デラウェア,山形,2,2160,1728,1620
20250807,北足立,13000,相対,13000,デラウェア,山梨,2,1944,－,－
20250807,北足立,13000,相対,13000,巨峰,山梨,5,8100,－,－
20250807,多摩NT,125,相対,125,シャインマスカ,各地,5,18360,17280,－
20250807,多摩NT,125,相対,125,シャインマスカ,山梨,5,18360,16200,－
20250807,多摩NT,125,相対,125,シャインマスカ,長野,5,1720,－,－
20250807,多摩NT,125,相対,125,デラウェア,山形,2,2160,1808,1080
20250807,多摩NT,125,相対,125,デラウェア,山梨,2,2376,2160,－
20250807,多摩NT,125,相対,125,巨峰,各地,0.35,648,－,－
20250807,多摩NT,125,相対,125,巨峰,山梨,5,12960,－,－
20250807,多摩NT,125,相対,125,巨峰,長野,0.35,810,－,－
20250807,大田,95411,商物分離,50,シャインマスカ,各地,5,16200,－,－
20250807,大田,95411,相対,94758,シャインマスカ,各地,5,21600,14040,8640
20250807,大田,95411,第三者販売,95,シャインマスカ,各地,5,16200,－,－
20250807,大田,95411,せり・入札,508,シャインマスカ,山梨,5,8640,－,－
20250807,大田,95411,相対,94758,シャインマスカ,山梨,5,17280,17280,8640
20250807,大田,95411,せり・入札,508,シャインマスカ,長野,5,19440,－,－
20250807,大田,95411,相対,94758,シャインマスカ,長野,5,19440,17280,15120
20250807,大田,95411,相対,94758,デラウェア,山形,2,1944,1728,1080
20250807,大田,95411,相対,94758,デラウェア,山梨,2,2700,2160,1296
20250807,大田,95411,相対,94758,ピオーネ,各地,5,18360,16200,7020
20250807,大田,95411,相対,94758,ピオーネ,山梨,0.4,648,－,540
20250807,大田,95411,相対,94758,ピオーネ,岡山,5,14040,8640,7560
20250807,大田,95411,せり・入札,508,巨峰,各地,0.35,432,－,－
20250807,大田,95411,相対,94758,巨峰,各地,0.35,648,594,432
20250807,大田,95411,せり・入札,508,巨峰,山梨,5,8100,8100,－
20250807,大田,95411,相対,94758,巨峰,山梨,5,8640,7884,6480
20250807,大田,95411,相対,94758,巨峰,長野,0.35,864,756,670
20250807,板橋,1300,相対,1300,シャインマスカ,山梨,5,12960,－,－
20250807,板橋,1300,相対,1300,巨峰,山梨,5,7560,7020,6480
20250807,淀橋,17253,相対,17253,シャインマスカ,山梨,5,19440,－,－
20250807,淀橋,17253,相対,17253,シャインマスカ,長野,5,21600,－,17280
20250807,淀橋,17253,相対,17253,デラウェア,山形,2,2160,1944,1836
20250807,淀橋,17253,相対,17253,デラウェア,山梨,2,2160,－,－
20250807,淀橋,17253,相対,17253,ピオーネ,山梨,5,12960,－,－
20250807,淀橋,17253,相対,17253,巨峰,山梨,5,9720,－,－
20250807,淀橋,17253,相対,17253,巨峰,長野,0.35,972,－,－
20250807,葛西,3500,相対,3500,シャインマスカ,各地,5,－,16200,－
20250807,葛西,3500,相対,3500,デラウェア,各地,2,2160,1944,1620
20250807,葛西,3500,相対,3500,巨峰,各地,0.35,－,648,－
20250807,豊島,1200,相対,1200,シャインマスカ,各地,5,12960,－,－
20250807,豊島,1200,相対,1200,シャインマスカ,山梨,5,17280,－,16200
20250807,豊島,1200,相対,1200,ピオーネ,山梨,0.4,594,－,－
20250807,豊洲,23860,相対,16208,シャインマスカ,各地,5,18360,16200,10800
20250807,豊洲,23860,第三者販売,7152,シャインマスカ,各地,5,19440,16200,14040
20250807,豊洲,23860,相対,16208,シャインマスカ,山梨,5,17280,13500,9720
20250807,豊洲,23860,第三者販売,7152,シャインマスカ,山梨,5,17280,16200,13500
20250807,豊洲,23860,相対,16208,シャインマスカ,長野,5,18360,16200,14040
20250807,豊洲,23860,第三者販売,7152,シャインマスカ,長野,5,－,16200,－
20250807,豊洲,23860,相対,16208,デラウェア,山形,2,1944,－,1080
20250807,豊洲,23860,第三者販売,7152,デラウェア,山形,2,2160,－,1944
20250807,豊洲,23860,相対,16208,デラウェア,山梨,2,－,2160,－
20250807,豊洲,23860,第三者販売,7152,デラウェア,山梨,2,－,2592,－
20250807,豊洲,23860,相対,16208,ピオーネ,山梨,0.4,648,594,540
20250807,豊洲,23860,相対,16208,ピオーネ,岡山,5,9720,－,6480
20250807,豊洲,23860,第三者販売,7152,ピオーネ,岡山,5,－,15120,－
20250807,豊洲,23860,商物分離,500,巨峰,山梨,5,8100,－,7560
20250807,豊洲,23860,相対,16208,巨峰,山梨,5,8640,8100,7020
20250807,豊洲,23860,第三者販売,7152,巨峰,山梨,5,8424,8100,7560
20250807,豊洲,23860,相対,16208,巨峰,長野,0.35,756,－,680
20250808,世田谷,500,相対,500,巨峰,山梨,5,6480,－,－
20250808,北足立,9100,相対,9100,シャインマスカ,山梨,5,－,16200,－
20250808,北足立,9100,相対,9100,デラウェア,山形,2,2160,1728,1620
20250808,北足立,9100,相対,9100,デラウェア,山梨,2,1944,－,－
20250808,北足立,9100,相対,9100,巨峰,山梨,5,8100,－,－
20250808,多摩NT,489,相対,489,シャインマスカ,各地,5,18360,17280,－
20250808,多摩NT,489,相対,489,シャインマスカ,山梨,5,18360,16200,－
20250808,多摩NT,489,相対,489,シャインマスカ,長野,5,17280,－,－
20250808,多摩NT,489,相対,489,デラウェア,山形,2,2160,1808,1080
20250808,多摩NT,489,相対,489,デラウェア,山梨,2,2376,2160,－
20250808,多摩NT,489,相対,489,ピオーネ,山梨,0.4,864,－,－
20250808,多摩NT,489,相対,489,ピオーネ,岡山,5,21600,－,－
20250808,大田,79694,商物分離,1951,シャインマスカ,各地,5,16200,－,－
20250808,大田,79694,第三者販売,269,シャインマスカ,各地,5,16200,15120,12960
20250808,大田,79694,せり・入札,559,シャインマスカ,山梨,5,3780,－,－
20250808,大田,79694,相対,76915,シャインマスカ,山梨,5,17280,－,10800
20250808,大田,79694,相対,76915,シャインマスカ,長野,5,19440,17280,15120
20250808,大田,79694,相対,76915,デラウェア,山形,2,2160,1512,540
20250808,大田,79694,相対,76915,デラウェア,山梨,2,1944,1944,－
20250808,大田,79694,相対,76915,ピオーネ,各地,5,18360,17280,16200
20250808,大田,79694,商物分離,1951,ピオーネ,山梨,0.4,648,－,－
20250808,大田,79694,相対,76915,ピオーネ,山梨,0.4,648,－,540
20250808,大田,79694,相対,76915,ピオーネ,岡山,5,14040,8640,6480
20250808,大田,79694,相対,76915,巨峰,各地,0.35,594,594,486
20250808,大田,79694,商物分離,1951,巨峰,山梨,5,8100,－,－
20250808,大田,79694,相対,76915,巨峰,山梨,5,10800,7884,5400
20250808,大田,79694,相対,76915,巨峰,長野,0.35,864,756,648
20250808,板橋,1800,相対,1800,シャインマスカ,山梨,5,12960,－,11880
20250808,板橋,1800,相対,1800,シャインマスカ,長野,5,16200,－,－
20250808,板橋,1800,相対,1800,デラウェア,山形,2,－,1620,－
20250808,板橋,1800,相対,1800,巨峰,山梨,5,7560,－,7020
20250808,淀橋,11753,相対,11753,シャインマスカ,山梨,5,19440,－,－
20250808,淀橋,11753,相対,11753,シャインマスカ,長野,5,21600,－,17280
20250808,淀橋,11753,相対,11753,デラウェア,山形,2,2160,1944,1836
20250808,淀橋,11753,相対,11753,デラウェア,山梨,2,1944,－,－
20250808,淀橋,11753,相対,11753,ピオーネ,山梨,5,12960,－,－
20250808,淀橋,11753,相対,11753,巨峰,山梨,5,8640,－,－
20250808,淀橋,11753,相対,11753,巨峰,長野,0.35,972,－,－
20250808,葛西,5500,相対,5500,シャインマスカ,各地,5,－,16200,－
20250808,葛西,5500,相対,5500,デラウェア,山形,2,2160,1944,1620
20250808,葛西,5500,相対,5500,巨峰,長野,0.35,－,648,－
20250808,豊島,1300,相対,1300,シャインマスカ,山梨,5,17280,－,16200
20250808,豊島,1300,相対,1300,デラウェア,山形,2,1836,－,1296
20250808,豊島,1300,相対,1300,ピオーネ,山梨,0.4,540,－,378
20250808,豊洲,18453,相対,11311,シャインマスカ,各地,5,24840,16200,12960
20250808,豊洲,18453,第三者販売,6294,シャインマスカ,各地,5,19440,14040,12960
20250808,豊洲,18453,相対,11311,シャインマスカ,山梨,5,16200,12960,9720
20250808,豊洲,18453,第三者販売,6294,シャインマスカ,山梨,5,17280,16200,9720
20250808,豊洲,18453,相対,11311,シャインマスカ,長野,5,17280,－,16200
20250808,豊洲,18453,第三者販売,6294,シャインマスカ,長野,5,－,16200,－
20250808,豊洲,18453,相対,11311,デラウェア,山形,2,2160,1944,1080
20250808,豊洲,18453,第三者販売,6294,デラウェア,山形,2,1944,－,1080
20250808,豊洲,18453,相対,11311,デラウェア,山梨,2,－,2160,－
20250808,豊洲,18453,相対,11311,ピオーネ,各地,5,17280,－,16200
20250808,豊洲,18453,相対,11311,ピオーネ,山梨,0.4,648,－,594
20250808,豊洲,18453,相対,11311,ピオーネ,岡山,5,9720,－,8640
20250808,豊洲,18453,第三者販売,6294,ピオーネ,岡山,5,－,15120,－
20250808,豊洲,18453,商物分離,848,巨峰,山梨,5,8100,－,7560
20250808,豊洲,18453,相対,11311,巨峰,山梨,5,8640,8100,7020
20250808,豊洲,18453,第三者販売,6294,巨峰,山梨,5,8424,8100,7020
20250808,豊洲,18453,相対,11311,巨峰,長野,0.35,756,－,680
20250809,世田谷,900,相対,900,シャインマスカ,山梨,5,9180,－,－
20250809,世田谷,900,相対,900,巨峰,山梨,5,5940,－,－
20250809,北足立,12100,相対,12100,シャインマスカ,山梨,5,－,17280,－
20250809,北足立,12100,相対,12100,デラウェア,山形,2,1944,1512,1080
20250809,北足立,12100,相対,12100,デラウェア,山梨,2,1944,－,－
20250809,北足立,12100,相対,12100,巨峰,山梨,5,8100,－,－
20250809,多摩NT,841,相対,841,シャインマスカ,各地,5,18360,17280,－
20250809,多摩NT,841,相対,841,シャインマスカ,山梨,5,18360,16200,－
20250809,多摩NT,841,相対,841,シャインマスカ,長野,5,17280,－,－
20250809,多摩NT,841,相対,841,デラウェア,山形,2,2160,1808,1080
20250809,多摩NT,841,相対,841,デラウェア,山梨,2,2376,2160,－
20250809,多摩NT,841,相対,841,ピオーネ,山梨,0.4,864,－,－
20250809,多摩NT,841,相対,841,ピオーネ,岡山,5,21600,－,－
20250809,多摩NT,841,相対,841,巨峰,各地,0.35,648,－,－
20250809,多摩NT,841,相対,841,巨峰,山梨,5,12960,－,－
20250809,多摩NT,841,相対,841,巨峰,長野,0.35,810,－,－
20250809,大田,82332,商物分離,554,シャインマスカ,各地,5,16200,－,－
20250809,大田,82332,相対,80675,シャインマスカ,各地,5,21600,14040,7560
20250809,大田,82332,第三者販売,77,シャインマスカ,各地,5,16200,－,－
20250809,大田,82332,相対,80675,シャインマスカ,山梨,5,17280,－,10800
20250809,大田,82332,相対,80675,シャインマスカ,長野,5,19440,17280,14580
20250809,大田,82332,相対,80675,デラウェア,山形,2,2160,1728,540
20250809,大田,82332,相対,80675,デラウェア,山梨,2,2700,2160,1296
20250809,大田,82332,せり・入札,1026,ピオーネ,各地,5,5400,－,－
20250809,大田,82332,相対,80675,ピオーネ,各地,5,18360,17280,16200
20250809,大田,82332,相対,80675,ピオーネ,山梨,0.4,648,－,540
20250809,大田,82332,相対,80675,ピオーネ,岡山,5,9720,8640,7020
20250809,大田,82332,相対,80675,巨峰,各地,0.35,594,－,518
20250809,大田,82332,せり・入札,1026,巨峰,山梨,5,8100,8100,4320
20250809,大田,82332,商物分離,554,巨峰,山梨,5,8100,－,－
20250809,大田,82332,相対,80675,巨峰,山梨,5,8640,7884,6480
20250809,大田,82332,相対,80675,巨峰,長野,0.35,810,756,648
20250809,板橋,2100,相対,2100,シャインマスカ,山梨,5,12960,－,11880
20250809,板橋,2100,相対,2100,巨峰,山梨,5,7560,7020,6480
20250809,淀橋,14403,相対,14403,シャインマスカ,山梨,5,19440,－,－
20250809,淀橋,14403,相対,14403,シャインマスカ,長野,5,21600,－,17280
20250809,淀橋,14403,相対,14403,デラウェア,山形,2,2160,1944,1836
20250809,淀橋,14403,相対,14403,デラウェア,山梨,2,1944,－,－
20250809,淀橋,14403,相対,14403,ピオーネ,山梨,5,12960,－,－
20250809,淀橋,14403,相対,14403,巨峰,山梨,5,8640,－,－
20250809,淀橋,14403,相対,14403,巨峰,長野,0.35,972,－,－
20250809,葛西,7200,相対,7200,シャインマスカ,各地,5,－,19440,－
20250809,葛西,7200,相対,7200,デラウェア,各地,2,2160,1944,1728
20250809,葛西,7200,相対,7200,巨峰,各地,0.35,－,648,－
20250809,豊島,2100,相対,2100,シャインマスカ,山梨,5,17280,－,16200
20250809,豊島,2100,相対,2100,デラウェア,山形,2,1836,－,－
20250809,豊島,2100,相対,2100,ピオーネ,山梨,0.4,378,－,－
20250809,豊島,2100,相対,2100,巨峰,長野,0.35,1188,－,－
20250809,豊洲,25492,相対,11317,シャインマスカ,各地,5,15120,12960,10800
20250809,豊洲,25492,第三者販売,13900,シャインマスカ,各地,5,17280,16200,14040
20250809,豊洲,25492,相対,11317,シャインマスカ,山梨,5,16200,14580,12960
20250809,豊洲,25492,第三者販売,13900,シャインマスカ,山梨,5,16200,14040,12960
20250809,豊洲,25492,相対,11317,シャインマスカ,長野,5,18900,16200,15660
20250809,豊洲,25492,第三者販売,13900,シャインマスカ,長野,5,17280,－,16200
20250809,豊洲,25492,相対,11317,デラウェア,山形,2,2160,－,1944
20250809,豊洲,25492,第三者販売,13900,デラウェア,山形,2,1728,－,864
20250809,豊洲,25492,相対,11317,デラウェア,山梨,2,－,1620,－
20250809,豊洲,25492,第三者販売,13900,デラウェア,山梨,2,2376,－,1620
20250809,豊洲,25492,相対,11317,ピオーネ,山梨,0.4,－,594,－
20250809,豊洲,25492,第三者販売,13900,ピオーネ,山梨,0.4,594,－,540
20250809,豊洲,25492,相対,11317,ピオーネ,岡山,5,15120,9720,8640
20250809,豊洲,25492,第三者販売,13900,ピオーネ,岡山,5,9180,－,8640
20250809,豊洲,25492,商物分離,275,巨峰,山梨,5,－,7560,－
20250809,豊洲,25492,相対,11317,巨峰,山梨,5,8640,8100,540
20250809,豊洲,25492,第三者販売,13900,巨峰,山梨,5,8424,8100,7560
20250809,豊洲,25492,相対,11317,巨峰,長野,0.35,648,－,378
20250809,豊洲,25492,第三者販売,13900,巨峰,長野,0.35,756,－,680
20250811,世田谷,500,相対,500,シャインマスカ,山梨,5,12960,－,－
20250811,世田谷,500,相対,500,巨峰,山梨,5,－,5940,－
20250811,北足立,18000,相対,18000,シャインマスカ,山梨,5,－,17280,－
20250811,北足立,18000,相対,18000,デラウェア,山形,2,1944,1512,1080
20250811,北足立,18000,相対,18000,デラウェア,山梨,2,－,1944,－
20250811,北足立,18000,相対,18000,巨峰,山梨,5,8100,－,－
20250811,多摩NT,1147,相対,1147,シャインマスカ,山梨,5,17280,－,－
20250811,多摩NT,1147,相対,1147,シャインマスカ,長野,5,17280,－,－
20250811,多摩NT,1147,相対,1147,デラウェア,山形,2,1944,1512,1080
20250811,多摩NT,1147,相対,1147,デラウェア,山梨,2,2160,－,－
20250811,多摩NT,1147,相対,1147,巨峰,各地,0.35,486,432,－
20250811,多摩NT,1147,相対,1147,巨峰,山梨,5,8640,8100,－
20250811,多摩NT,1147,相対,1147,巨峰,長野,0.35,648,－,－
20250811,大田,133188,商物分離,600,シャインマスカ,各地,5,16200,－,－
20250811,大田,133188,相対,131967,シャインマスカ,各地,5,21600,14040,7560
20250811,大田,133188,相対,131967,シャインマスカ,山梨,5,17280,－,6480
20250811,大田,133188,相対,131967,シャインマスカ,長野,5,19440,17280,15120
20250811,大田,133188,相対,131967,デラウェア,山形,2,1944,1620,540
20250811,大田,133188,相対,131967,デラウェア,山梨,2,2160,2160,1296
20250811,大田,133188,相対,131967,ピオーネ,各地,5,9180,－,4104
20250811,大田,133188,相対,131967,ピオーネ,山梨,0.4,648,－,378
20250811,大田,133188,相対,131967,ピオーネ,岡山,5,9720,8640,7020
20250811,大田,133188,第三者販売,179,ピオーネ,岡山,5,8640,－,－
20250811,大田,133188,相対,131967,巨峰,各地,0.35,648,540,－
20250811,大田,133188,商物分離,600,巨峰,山梨,5,8100,－,－
20250811,大田,133188,相対,131967,巨峰,山梨,5,8640,7884,6480
20250811,大田,133188,相対,131967,巨峰,長野,0.35,756,648,594
20250811,板橋,2500,相対,2500,シャインマスカ,山梨,5,12960,－,11880
20250811,板橋,2500,相対,2500,デラウェア,山形,2,－,1620,－
20250811,板橋,2500,相対,2500,巨峰,山梨,5,7560,7020,6480
20250811,淀橋,26867,相対,26867,シャインマスカ,山梨,5,19440,－,－
20250811,淀橋,26867,相対,26867,シャインマスカ,長野,5,19440,－,16200
20250811,淀橋,26867,相対,26867,デラウェア,山形,2,2160,1944,1836
20250811,淀橋,26867,相対,26867,デラウェア,山梨,2,1944,－,－
20250811,淀橋,26867,相対,26867,ピオーネ,山梨,5,12960,－,－
20250811,淀橋,26867,相対,26867,巨峰,山梨,5,8640,－,－
20250811,淀橋,26867,相対,26867,巨峰,長野,0.35,756,－,－
20250811,葛西,6700,相対,6700,シャインマスカ,各地,5,－,19440,－
20250811,葛西,6700,相対,6700,デラウェア,山形,2,2160,1944,1728
20250811,葛西,6700,相対,6700,巨峰,各地,0.35,－,648,－
20250811,豊島,900,相対,900,ピオーネ,山梨,0.4,540,－,－
20250811,豊洲,39134,相対,24957,シャインマスカ,各地,5,24840,16200,12960
20250811,豊洲,39134,第三者販売,12940,シャインマスカ,各地,5,19440,16200,14040
20250811,豊洲,39134,相対,24957,シャインマスカ,山梨,5,16200,14580,12960
20250811,豊洲,39134,第三者販売,12940,シャインマスカ,山梨,5,16200,14040,11880
20250811,豊洲,39134,相対,24957,シャインマスカ,長野,5,17280,16200,15660
20250811,豊洲,39134,第三者販売,12940,シャインマスカ,長野,5,－,16200,－
20250811,豊洲,39134,相対,24957,デラウェア,山形,2,1080,－,756
20250811,豊洲,39134,第三者販売,12940,デラウェア,山形,2,2160,1944,1728
20250811,豊洲,39134,相対,24957,デラウェア,山梨,2,1836,－,1296
20250811,豊洲,39134,相対,24957,ピオーネ,山梨,0.4,346,－,324
20250811,豊洲,39134,第三者販売,12940,ピオーネ,山梨,0.4,－,432,－
20250811,豊洲,39134,相対,24957,ピオーネ,岡山,5,9720,－,8640
20250811,豊洲,39134,第三者販売,12940,ピオーネ,岡山,5,－,8640,－
20250811,豊洲,39134,商物分離,1237,巨峰,山梨,5,8100,－,7560
20250811,豊洲,39134,相対,24957,巨峰,山梨,5,8424,8100,5940
20250811,豊洲,39134,第三者販売,12940,巨峰,山梨,5,8640,8100,7020
20250811,豊洲,39134,相対,24957,巨峰,長野,0.35,702,648,378
20250812,世田谷,1000,相対,1000,シャインマスカ,山梨,5,12960,－,－
20250812,世田谷,1000,相対,1000,巨峰,山梨,5,6480,－,－
20250812,北足立,8900,相対,8900,シャインマスカ,山梨,5,－,17280,－
20250812,北足立,8900,相対,8900,デラウェア,山形,2,1944,1512,1080
20250812,北足立,8900,相対,8900,デラウェア,山梨,2,－,1944,－
20250812,北足立,8900,相対,8900,ピオーネ,山梨,5,－,8100,－
20250812,北足立,8900,相対,8900,巨峰,山梨,5,7560,－,－
20250812,多摩NT,2292,相対,2292,シャインマスカ,山梨,5,17280,－,－
20250812,多摩NT,2292,相対,2292,シャインマスカ,長野,5,17280,－,－
20250812,多摩NT,2292,相対,2292,デラウェア,山形,2,1944,1512,1080
20250812,多摩NT,2292,相対,2292,デラウェア,山梨,2,2160,－,－
20250812,多摩NT,2292,相対,2292,ピオーネ,山梨,0.4,486,432,－
20250812,多摩NT,2292,相対,2292,巨峰,各地,0.35,486,432,－
20250812,多摩NT,2292,相対,2292,巨峰,山梨,5,8640,8100,－
20250812,多摩NT,2292,相対,2292,巨峰,長野,0.35,648,－,－
20250812,大田,103545,商物分離,603,シャインマスカ,各地,5,16200,－,－
20250812,大田,103545,相対,100926,シャインマスカ,各地,5,24840,14040,7560
20250812,大田,103545,第三者販売,576,シャインマスカ,各地,5,12960,－,－
20250812,大田,103545,せり・入札,1440,シャインマスカ,山梨,5,12960,11880,8640
20250812,大田,103545,相対,100926,シャインマスカ,山梨,5,17280,－,9180
20250812,大田,103545,相対,100926,シャインマスカ,長野,5,19440,16200,15660
20250812,大田,103545,相対,100926,デラウェア,山形,2,2160,1512,432
20250812,大田,103545,せり・入札,1440,デラウェア,山梨,2,1944,－,－
20250812,大田,103545,相対,100926,デラウェア,山梨,2,2160,2160,1296
20250812,大田,103545,相対,100926,ピオーネ,各地,5,9180,3240,－
20250812,大田,103545,相対,100926,ピオーネ,山梨,0.4,594,－,486
20250812,大田,103545,相対,100926,ピオーネ,岡山,5,10800,8640,7020
20250812,大田,103545,せり・入札,1440,巨峰,各地,0.35,270,－,248
20250812,大田,103545,相対,100926,巨峰,各地,0.35,540,432,378
20250812,大田,103545,せり・入札,1440,巨峰,山梨,5,8100,8100,2160
20250812,大田,103545,商物分離,603,巨峰,山梨,5,8100,－,－
20250812,大田,103545,相対,100926,巨峰,山梨,5,8640,7668,1620
20250812,大田,103545,第三者販売,576,巨峰,山梨,5,3780,－,－
20250812,大田,103545,相対,100926,巨峰,長野,0.35,756,648,594
20250812,板橋,2200,相対,2200,シャインマスカ,山梨,5,12960,11880,10800
20250812,板橋,2200,相対,2200,デラウェア,山形,2,－,1620,－
20250812,板橋,2200,相対,2200,巨峰,山梨,5,7020,－,6480
20250812,淀橋,15398,相対,15398,シャインマスカ,山梨,5,18360,－,－
20250812,淀橋,15398,相対,15398,シャインマスカ,長野,5,19440,－,16200
20250812,淀橋,15398,相対,15398,デラウェア,山形,2,2160,1944,1836
20250812,淀橋,15398,相対,15398,ピオーネ,山梨,5,9720,－,－
20250812,淀橋,15398,相対,15398,巨峰,山梨,5,8640,－,－
20250812,淀橋,15398,相対,15398,巨峰,長野,0.35,756,－,－
20250812,葛西,10600,相対,10600,シャインマスカ,各地,5,－,19440,－
20250812,葛西,10600,相対,10600,デラウェア,山形,2,2160,1944,1404
20250812,葛西,10600,相対,10600,ピオーネ,各地,5,－,9180,－
20250812,葛西,10600,相対,10600,ピオーネ,山梨,0.4,－,540,－
20250812,葛西,10600,相対,10600,巨峰,各地,0.35,－,648,－
20250812,豊島,900,相対,900,ピオーネ,山梨,0.4,432,－,－
20250812,豊島,900,相対,900,巨峰,長野,0.35,594,－,324
20250812,豊洲,25364,相対,17256,シャインマスカ,各地,5,24840,16200,14040
20250812,豊洲,25364,第三者販売,7068,シャインマスカ,各地,5,16200,14040,12960
20250812,豊洲,25364,相対,17256,シャインマスカ,山梨,5,15120,14580,12960
20250812,豊洲,25364,第三者販売,7068,シャインマスカ,山梨,5,14040,12960,11880
20250812,豊洲,25364,相対,17256,シャインマスカ,長野,5,17280,16200,15120
20250812,豊洲,25364,第三者販売,7068,シャインマスカ,長野,5,17280,－,16200
20250812,豊洲,25364,相対,17256,デラウェア,山形,2,2160,648,432
20250812,豊洲,25364,第三者販売,7068,デラウェア,山形,2,1728,756,432
20250812,豊洲,25364,相対,17256,デラウェア,山梨,2,2160,－,1080
20250812,豊洲,25364,第三者販売,7068,デラウェア,山梨,2,－,2376,－
20250812,豊洲,25364,相対,17256,ピオーネ,各地,5,－,4860,－
20250812,豊洲,25364,相対,17256,ピオーネ,山梨,0.4,518,486,432
20250812,豊洲,25364,相対,17256,ピオーネ,岡山,5,9720,－,8640
20250812,豊洲,25364,第三者販売,7068,ピオーネ,岡山,5,－,9720,－
20250812,豊洲,25364,商物分離,1040,巨峰,山梨,5,8424,－,7560
20250812,豊洲,25364,相対,17256,巨峰,山梨,5,8640,8100,7560
20250812,豊洲,25364,第三者販売,7068,巨峰,山梨,5,8640,8100,7560
20250812,豊洲,25364,相対,17256,巨峰,長野,0.35,810,648,540
20250816,世田谷,500,相対,500,巨峰,山梨,5,6480,－,－
